AL
Republican,1381384,1449180,842273,1594031,786954,1471841,1545170,1542574,2045924,1582887,1841793,1740026,1951984,1563683,2307352,2093846,1961202,2100449,2358947,1519718,2867078,1084884,1698711,1946296,2308039,1053734,1135628,2126833,1728824,1709041,1325703,1390690,1520621,1778698,1538522,2184692
Other,131289,24959,180143,17642,17934,55844,106607,11276,15158,10331,13110,12505,13059,0,7595,8007,0,44128,17568,14500,20271,18286,37866,68431,82131,35366,0,181496,137870,74984,57382,153374,193416,206297,135360,294246
 
 
IN
Year,1920,1922,1926,1928,1932,1934,1938,1940,1944,1946,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1990,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,514191,558169,1007994,623996,870053,758801,788386,864803,807766,584288,741025,911169,871781,973636,905491,1128505,1060456,870990,889269,868522,1015962,828400,595192,668778,696639,900148,470799,1012244,683273,1496976,0,697775,1281181,1158947,1023553
Republican,681851,524558,1042238,782144,661750,700103,783189,888070,829489,739809,844303,1020605,1084262,731635,984547,941519,988571,866707,814117,1275833,1182414,978301,936143,1430525,806048,1267972,1039625,552732,1427944,903913,1171553,952116,1133621,1423991,1158000
Other,53522,0,20595,8300,0,15708,9915,7372,14130,23337,13396,14345,7943,19040,0,6939,4091,0,49592,16832,0,10586,14228,0,0,43306,33144,23641,33992,27344,169558,94590,145300,149608,101012
 
 
IA
Year,1920,1922,1924,1926,1930,1932,1936,1938,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,322015,227833,446651,247869,235186,538422,1075630,413788,295194,494229,579226,383766,402712,543156,595119,376602,324114,574884,662637,426947,395066,581545,716883,299406,535975,351561,634166,289049,554278,412365,941665,371686,494370,549460
Republican,528499,389751,447706,659819,307613,399929,982156,410983,410383,523963,415778,470613,442409,635499,642463,431364,522339,568469,530525,420546,421598,683014,564381,588880,446869,899761,571807,648480,447892,1038175,560006,718215,588575,926007
Other,9953,0,1690,0,3713,55945,46673,7068,2286,3495,6408,4144,2234,0,0,6,11043,733,10171,6028,7912,12427,11436,3476,1089,41172,18081,10378,20905,28688,1247,26162,46755,65569
 
 
KS
Year,1920,1924,1926,1930,1932,1936,1938,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,170443,154189,168446,521050,328992,396685,326774,200437,272053,305987,271365,258575,333939,388895,223630,303223,315911,200764,390451,317602,340271,211664,246664,207491,349525,362380,229718,0,310337,441399,220971,0,379740
Republican,327072,428494,308222,641381,302809,417873,419532,284059,387090,393412,335880,348144,477822,485499,388500,350077,490911,622591,403983,403354,598686,757402,576902,578605,706246,652677,474639,641075,780863,727121,587175,460350,732376
Other,13417,28606,8208,11659,80133,4775,99,12863,10048,16943,11859,11344,13519,14198,10098,18045,10274,48367,3,27883,0,27663,0,139,70676,37243,22879,135775,37822,42170,29546,405841,65806
 
 
KY
Year,1920,1924,1926,1930,1932,1936,1938,1940,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,449244,381605,286997,663441,575077,539968,346755,561151,216958,464053,408256,334249,434109,499922,444830,387440,266079,448960,528550,398887,290730,720891,639721,503775,437976,836888,560012,563051,399634,850855,847005,600052,584698,813246
Republican,454226,406121,266657,606690,393865,365850,212266,401812,175081,380425,383776,278368,362948,506903,644087,432648,483805,484260,494337,328260,175766,386029,644990,173330,478034,476604,724794,569817,731679,873507,953816,755706,806787,1090177
Other,0,0,0,0,3291,12521,0,0,0,2149,2437,4469,0,0,0,0,0,9645,14974,17551,10287,0,7696,175,0,17366,22240,12546,0,0,0,338,44383,42
 
 
LA
Year,1920,1924,1926,1930,1932,1936,1938,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1980,1986,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,94944,94934,54180,130536,249189,293256,151582,85488,287365,330115,220907,207115,335564,432228,318838,437695,518586,598987,434643,810692,723586,852945,630395,638654,877482,988298,476572,581041,705271
Republican,0,0,0,0,3,0,0,0,0,0,30931,0,0,109698,103066,0,0,206846,0,23947,646311,847157,314580,596642,943014,867177,715415,929108,1239489
Other,0,0,0,24,0,7,250,0,26,0,0,0,0,2,0,0,0,279071,0,6374,0,0,24190,0,27560,41099,73007,13034,52458
 
 
MD
Year,1920,1922,1926,1928,1932,1934,1938,1940,1944,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,169200,160947,195410,214447,293389,264279,387245,394239,344725,283180,406370,420108,367142,439723,678649,443667,460422,374563,772101,435118,707356,675225,999166,1307610,809125,1062810,1230013,1504691,965597,1140531,1474028,1659907,1491614
Republican,184999,139581,140695,256224,138536,197643,153253,203912,213705,326291,449823,473059,384931,269131,402393,541893,484960,503223,530439,850970,407334,437411,617537,533688,559908,444637,715178,783055,787182,655666,693291,972557,697017
Other,37011,5388,3659,3396,11413,9190,12740,10824,0,6143,0,0,0,0,7,148467,10988,0,62750,0,0,1,362,0,68,0,1707,34185,28360,37661,465915,93706,111258
 
 
MO
Year,1920,1922,1926,1928,1932,1934,1938,1940,1944,1946,1950,1952,1956,1958,1960,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,589498,506264,1020404,726322,1017046,787110,757587,930775,776790,511544,685732,1008521,1015936,780083,999656,663301,1186666,880113,654831,735433,813571,1074859,758629,699624,660045,1057967,633697,690208,1191812,1158261,1055255,789736,1494125,1300200,1112935
Republican,711161,426009,943722,787499,575174,524954,488687,886376,778778,572556,592922,858170,785048,393847,880576,555330,596377,845144,617903,480900,1090067,985399,784876,777612,1407416,1221901,1060149,830625,1142852,1518089,1006941,1054160,1066159,1378458,1254927
Other,24835,8089,9811,3102,15538,9812,2004,1865,3535,2141,760,1408,0,0,0,0,0,0,10578,7970,10822,6707,16,91,11414,75048,81270,56024,26922,30052,66263,100003,165509,123983,74427
 
 
NV
Year,1920,1922,1926,1928,1932,1934,1938,1940,1944,1946,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,10402,18200,13273,19515,21398,27581,27406,31351,30595,22553,35829,39184,50677,48732,63443,67336,83622,85187,78981,127214,92129,114720,130955,175548,253150,193804,208621,238260,484805,238796,362785,446080,521994,490071
Republican,11550,10671,17430,13414,19706,14273,19078,20488,21816,27801,25933,41906,45712,35760,33749,67288,69083,60838,79605,63471,144224,120377,116606,161336,199419,156020,208220,330687,284640,322501,321361,457656,495079,441202
Other,5475,0,543,0,0,901,0,0,0,0,0,0,0,0,0,0,0,1743,10887,11214,6920,0,14338,5523,43324,30706,19023,31829,30623,21275,37258,94069,91221,40859
 
 
NH
Year,1920,1924,1926,1930,1932,1936,1938,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,65038,63596,47935,52284,98766,99195,84920,73656,106508,91760,72473,77386,90519,114024,90444,123888,116816,184495,110924,127945,179455,157447,79222,91299,284982,227355,88883,207478,221549,358438,167545,251184,354649
Republican,90173,94432,79279,72225,96649,107923,100633,88601,110549,129600,106142,117150,161424,173521,134035,105241,170163,139852,110926,133745,195559,225828,154090,189792,249591,242257,213477,227229,434847,314403,273218,235347,353632
Other,1004,0,0,282,761,989,0,0,0,1532,10943,0,0,0,0,108,0,7,1513,2070,46,1094,11423,10302,33597,22261,12336,12428,690,21946,13947,1628,30859
 
 
NY
Year,1920,1922,1926,1928,1932,1934,1938,1940,1944,1946,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,901310,1276667,1321463,2034014,2532905,2046377,4159795,2893407,2485735,1688887,2319719,2521736,2964511,2434899,2289323,3539103,2150659,2171232,1973781,3238511,2618661,3089871,1723216,3907178,2943001,2528387,2386314,3562415,4384907,2698931,3047880,4420043,4784220,3755489
Republican,1434393,995421,1205246,2084273,1751186,1363440,4113425,2868852,2899497,2559365,2367353,3853934,3723933,2842942,3272417,3104056,2810836,1178679,2098529,2525139,2272082,1415749,2030260,1686558,2652822,1711760,1680203,2724589,1625069,1212902,1239605,1514647,1723927,1730439
Other,403534,155045,316104,128707,257273,522784,859559,381359,824085,797919,785976,604589,302692,324233,141377,508422,1620056,2524833,1091140,903225,1124171,462109,731383,447244,1482982,1088339,923360,492835,692899,578220,308030,725975,1292578,574164
 
 
NC
Year,1920,1924,1926,1930,1932,1936,1938,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,310504,295404,218934,324393,482133,563968,316685,230427,533813,540762,376472,408312,731433,793521,491520,501440,870406,677293,633775,516663,887653,1070488,780967,981573,1194015,1173875,1029237,1047983,1632527,2249311,1145074,1377651,2128165
Republican,229343,184393,142891,210761,220524,233009,179650,119165,226037,220307,171804,211322,367475,497964,321635,400502,566934,795248,377618,619151,898064,1156768,753881,1087331,1297892,1345833,945943,1248664,1791450,1887510,1458046,1423259,2395376
Other,0,0,0,26,0,0,0,0,0,3490,0,0,0,0,0,36,0,0,8974,0,11948,11795,0,681,85984,36748,36963,34534,48105,135149,56959,114371,167592
 
 
ND
Year,1920,1922,1926,1928,1932,1934,1938,1940,1944,1946,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,88495,92464,13519,38856,172796,104477,19244,69847,95102,38368,60507,55347,87919,84892,88032,149264,80815,134519,114675,175772,86658,164873,143932,171899,179347,137157,134747,176470,212143,150146,0,161337,58116,144376
Republican,130614,101312,107921,159940,65612,151205,131907,100647,69530,88210,126209,157907,155305,117070,135705,109681,154968,82996,114852,103466,210347,89304,151812,112937,118162,99390,75013,111069,98553,64417,181689,158401,268788,179720
Other,0,0,33666,2047,589,3925,112007,93607,45790,38804,0,24741,937,2673,0,0,3393,2045,7532,3824,2267,8288,3269,4334,6448,0,3598,0,0,3589,56845,1406,15597,2042
 
 
OH
Year,1920,1922,1926,1928,1930,1932,1934,1938,1940,1944,1946,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,782650,744558,623221,1765759,1046561,1293175,1276206,1085792,1457304,1482610,947610,1214459,1563330,1864589,1652211,1843813,1923608,1814152,1495262,1930670,1941113,2770786,1923767,1949208,2480038,2444419,1348213,1482054,1595066,1961171,2257369,1503297,2762690,1996908,2355923
Republican,1134953,794159,711359,2842359,863944,1126832,839068,1255414,1602498,1500609,1275774,1645643,1878961,1660910,1497199,1151173,1906781,1928964,1565682,918133,1823774,1137695,1396790,1171893,1872716,2028300,1836556,1922087,2665512,3464356,1761037,2168742,2435712,3118567,2053963
Other,2647,21514,2846,7899,0,41987,13569,0,0,0,13885,0,0,0,0,0,0,4,90330,138803,155726,118822,74906,88,151,321234,252115,0,238223,296,830,143059,250616,258689,1012
 
 
OK
Year,1920,1924,1926,1930,1932,1936,1938,1942,1944,1948,1950,1954,1956,1960,1962,1964,1966,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,217783,196473,195587,255838,426130,493407,307936,166653,390851,441654,345953,335127,459996,474116,353890,466782,343157,419658,478212,387162,493953,478283,906131,400230,735684,494350,474162,268898,369789,569750,527736,265814,234307,355911
Republican,247719,341518,155829,232589,218854,229004,159734,204163,309222,265169,285224,363013,371146,385646,307966,445392,295585,470120,516934,390997,247857,587252,280638,493436,148814,757876,670610,570682,583579,763433,763375,718482,558166,980892
Other,23664,15936,1933,832,4520,3510,3396,1549,2321,2108,0,2980,0,4713,2856,0,0,19341,10002,13650,12454,32759,11168,0,0,42197,38378,20133,65056,86663,55708,32855,28260,111244
 
 
OR
Year,1920,1924,1926,1930,1932,1936,1938,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,100133,65340,81301,66028,137237,193822,319908,63946,174140,199275,116780,285775,396849,412757,344716,330374,405380,425036,338591,341616,501963,406122,375735,507743,639851,624370,682425,501898,2257456,864392,825507,814537,1105119
Republican,116696,174672,89007,137231,186210,199332,383935,214755,269095,299295,376510,283313,335405,343009,291587,354391,408825,494671,420984,550165,594290,808152,656317,590095,717455,677336,377739,712287,565254,805159,566199,538847,651106
Other,13187,24791,53391,33117,29687,7977,9,0,0,0,10165,0,0,0,0,302,0,1126,6839,737,44241,461,10503,1417,18727,58524,57583,53036,86568,97973,50882,108234,196253
 
 
PA
Year,1920,1922,1926,1928,1930,1932,1934,1938,1940,1944,1946,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,484362,902913,648680,1029055,523338,1200760,1494010,1694367,2069980,1864622,1245338,1694076,2168546,2268641,1929821,2238383,2359223,2117662,1653774,1596121,2126977,2122391,1412965,1448219,1416764,2224966,1648481,1028839,2154908,2334126,2392984,1948716,3021364,2865012,2792437
Republican,1067989,2479136,822187,1948646,1462186,1375489,1366872,2086931,1893104,1840938,1853458,1820400,2331034,2250671,2042586,2134649,2429858,2399762,1874106,1843317,2381891,2230404,2136418,1906537,2901715,2358125,1735691,1814180,2481962,2925080,1684778,2028945,2509132,2951702,2134848
Other,229492,479152,33829,49163,58296,204629,81393,33624,33936,24711,29064,34166,19843,10562,16215,10387,14671,106794,116425,38374,37485,65247,54725,23470,48119,219819,129189,114480,98246,296899,3281,0,96926,235142,82115
 
 
SC
Year,1920,1924,1926,1930,1932,1936,1938,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,64388,50751,14560,16211,104472,113696,45351,2556,94556,135998,50458,83525,230150,330167,178712,164955,404060,241056,356126,280146,612554,306982,465500,244112,591030,510951,563377,487359,704384,790621,364598,456726,704540
Republican,0,0,0,0,1976,702,508,0,3214,5008,0,0,49695,0,133930,271297,248780,415806,146645,351917,257946,644815,262886,482032,554175,619859,488238,600010,857167,1076534,810771,672941,1241609
Other,1,0,0,0,0,962,2,0,3966,0,0,143684,124,102,0,0,15,172,9626,0,0,13333,9576,24572,35233,30421,17448,15579,35670,4276,143425,110408,103744
 
 
SD
Year,1920,1924,1926,1930,1932,1936,1938,1942,1944,1948,1950,1954,1956,1960,1962,1966,1968,1972,1974,1978,1980,1984,1986,1990,1992,1996,1998,2002,2004,2008,2010,2014,2016
Democrat,36833,63818,59094,106317,125731,141509,245241,74945,82199,98749,90692,100674,143001,145261,127458,76563,158961,174773,147929,84767,129018,80537,152657,116727,217095,166533,162884,167481,193340,237889,0,82456,104140
Republican,92267,90310,105619,99595,151845,135461,302105,106704,145248,144084,160670,135017,147621,160181,126861,150517,120951,131613,130955,170832,190594,235176,143173,135682,108733,157954,95431,166949,197848,142784,227947,140741,265516
Other,55079,44784,12584,0,4516,12816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7866,0,0,6567,8667,0,3796,3071,0,0,0,56215,0
 
 
UT
Year,1920,1922,1926,1928,1932,1934,1938,1940,1944,1946,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,56280,58749,53809,97436,116889,95931,102353,155499,148748,96257,121198,149598,152120,112827,151656,227822,192168,210207,185377,223948,151454,219482,115523,203364,301228,146938,163172,242569,258955,177459,191732,301873,301858,328541
Republican,82566,58188,88101,77073,86046,82154,81071,91931,99532,101142,142427,177435,178261,101471,166755,169562,225075,159004,210299,290221,437675,309332,314608,430089,420069,357297,316652,504803,626640,356238,360403,657608,760220,665215
Other,7112,3875,1310,998,3347,2707,0,0,0,0,815,0,0,77013,0,0,2019,5092,24966,7939,5169,1988,4980,7249,37182,15069,15085,22332,26131,37555,33095,47420,53505,69141
 
 
VT
Year,1920,1922,1926,1928,1932,1934,1938,1940,1944,1946,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,19580,21375,18890,37030,60455,63632,38673,101364,42136,18594,19608,42630,52184,59536,40134,76457,62416,62217,67125,85682,104176,79340,224123,71460,154762,85868,154567,73352,216972,0,151281,0,192243,0
Republican,69650,47669,52286,93136,74319,67146,73990,180433,81094,54729,69543,111406,103101,64900,81242,87879,94738,91198,66223,94481,101421,84449,67798,163183,123854,106505,48051,189133,75398,84924,72699,72898,103637,74815
Other,41,0,52,0,21,774,161,82,18,17,20,16,4,6,0,14,178,1430,9424,8897,3527,4213,4611,5465,7123,19299,11418,26015,14838,177495,11198,219864,24587,203415
 
 
VA
Year,1920,1922,1924,1928,1930,1934,1936,1940,1942,1946,1948,1952,1954,1958,1960,1964,1966,1970,1972,1976,1978,1982,1984,1988,1990,1994,1996,2000,2002,2006,2008,2012,2014,2018
Democrat,184646,116393,151498,275425,112002,109963,244518,274260,79421,163960,253865,398677,244844,317221,506169,592270,429855,294582,643963,596009,608511,690839,601142,1474086,0,938376,1115982,1296093,0,1175606,2369327,2010067,1073667,1910370
Republican,17576,42903,50092,0,0,30289,12573,0,0,77005,118546,0,0,0,0,176624,245681,144765,718337,0,613232,724571,1406194,593652,876782,882213,1235744,1420460,1229894,1166277,1228830,1785542,1055940,1374313
Other,0,2627,5594,436,34084,4520,9675,19621,7779,11898,13767,144839,61666,140419,116651,159479,58343,506267,33968,961491,513,212,151,1159,206913,236874,2989,1748,259528,28562,45137,6587,54866,66690
 
 
WA
Year,1920,1922,1926,1928,1932,1934,1938,1940,1944,1946,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,68488,130347,148783,261524,365939,302606,371535,404718,452013,298683,397719,595288,685565,597040,491365,875950,796183,879385,611811,1071219,792052,943655,677471,904183,1197973,752352,1103184,1199437,1549708,1184659,1314930,1855493,1913979,1803364
Republican,217069,123410,164130,227415,197450,168994,220204,342589,364356,358847,342464,460884,436652,278271,446204,337138,435894,170790,363626,361546,936317,332273,650931,944359,1020829,947821,785377,1197208,1204584,832106,1196164,1213924,1329338,1282804
Other,99309,37712,6950,666,40406,25088,1553,0,3510,2812,4600,2563,0,11511,5660,0,2986,16632,32410,58346,0,92548,8965,0,0,0,0,64734,64359,66969,0,0,0,0
 
 
WI
Year,1920,1922,1926,1928,1932,1934,1938,1940,1944,1946,1950,1952,1956,1958,1962,1964,1968,1970,1974,1976,1980,1982,1986,1988,1992,1994,1998,2000,2004,2006,2010,2012,2016,2018
Democrat,89265,0,66672,81302,610236,223438,231976,176688,537144,378772,515539,731402,627903,682440,662342,892013,1020931,948445,740700,1396970,1065487,983311,702963,1128625,1290662,912662,890059,1563238,1632697,1439214,1020958,1547104,1380335,1472914
